timestamp,machine_id,pressure,rpm,temperature,vibration,voltage
2026-04-10 06:35:36.816000+00:00,machine-001,97.8597876640372,3164.6743343432886,59.75784486451089,0.03832472989164796,218.57961255819117
2026-04-10 06:35:38.818000+00:00,machine-001,97.35587215071222,1863.2946218205323,69.54302182055355,0.04057824033448275,214.95925175018706
2026-04-10 06:35:40.819000+00:00,machine-001,95.15895068781126,2465.622795424554,62.17749442761601,0.040343610076804114,221.67105711428127
2026-04-10 06:35:42.820000+00:00,machine-001,104.12551979704679,2444.122691503726,70.4915384481587,0.02451782032789894,222.89766302490878
2026-04-10 06:35:44.824000+00:00,machine-001,103.79115392753535,1285.180673549581,53.74986557212273,0.012543877527589169,223.741999119408
2026-04-10 06:35:46.828000+00:00,machine-001,107.00092973193759,2018.933431484132,67.41435388874766,0.03177236683123068,213.4167603694243
2026-04-10 06:35:48.831000+00:00,machine-001,117.94216250160986,2084.2050645851646,76.01609250781843,0.019217463011120664,220.83432350682577
2026-04-10 06:35:50.832000+00:00,machine-001,100.9299354991015,2441.7583962982335,69.19339825468457,0.025479987239742423,232.18084656469887
2026-04-10 06:35:52.833000+00:00,machine-001,109.64507159111895,1421.1448870672984,63.86003042238043,0.027583602780120335,232.52733250851324
2026-04-10 06:35:54.835000+00:00,machine-001,98.37709218871976,2556.243601372552,76.57733601652866,0.040906545500839504,217.59336430212235
2026-04-10 06:35:56.837000+00:00,machine-001,95.86183975631961,1277.8509422715533,71.97397405586393,0.04665787549030225,223.08296745921854
2026-04-10 06:35:58.842000+00:00,machine-001,114.45553068662198,1699.0053017431853,102.75929079218767,0.08911176247400095,235.9570081637312
2026-04-10 06:36:00.845000+00:00,machine-001,99.58988137935319,2619.0897070237,75.69894472931756,0.022197605109063802,225.4432736014941
2026-04-10 06:36:02.846000+00:00,machine-001,107.88188936214897,1243.103412759322,53.929570783445435,0.017077911702808583,220.6851497546566
2026-04-10 06:36:04.850000+00:00,machine-001,113.5173560199471,2242.816905134434,90.80574045704257,0.13166595444432921,212.95826274284758
2026-04-10 06:36:06.851000+00:00,machine-001,102.4604743225465,3007.665888533325,104.2009854118154,0.12900863431083573,220.79067073351726
2026-04-10 06:36:08.855000+00:00,machine-001,95.19716418818062,2409.9943279412973,74.88924858485308,0.028288735269637384,228.8017151230987
2026-04-10 06:36:10.856000+00:00,machine-001,119.32757533774065,1917.1482780387928,52.45701966413395,0.01679876091995284,223.13983047047782
2026-04-10 06:36:12.860000+00:00,machine-001,98.88955303145555,2516.2262923146245,67.18170324834874,0.027247029427121205,224.53200394377384
2026-04-10 06:36:14.862000+00:00,machine-001,119.14820401223794,1305.5862648231082,72.03359849352238,0.02329182150982742,228.32342760372774
2026-04-10 06:36:16.865000+00:00,machine-001,101.009082013195,2049.666160747434,100.74527696882035,0.11973295804193168,217.11006771486757
2026-04-10 06:36:18.866000+00:00,machine-001,97.26882758556077,1626.9884404338927,78.4453988784674,0.022568907931870538,230.0134448817832
2026-04-10 06:36:20.868000+00:00,machine-001,107.26385411996806,2644.6582305189586,60.908437398931625,0.03159414062018175,226.33863412114906
2026-04-10 06:36:22.871000+00:00,machine-001,110.17209979340204,1570.3051067835809,72.42676976238411,0.04184899258295196,225.03163721004663
2026-04-10 06:36:24.872000+00:00,machine-001,99.86473445874637,1849.696187837098,75.76490617060242,0.04405261329180064,214.99505034926142
2026-04-10 06:36:26.874000+00:00,machine-001,110.57092408629582,1853.322573379885,78.92707697526204,0.04632887104543716,216.49378279867517
2026-04-10 06:36:28.877000+00:00,machine-001,97.15223378570035,2735.1610415674068,107.50212249074775,0.09348415544768063,226.84196710000307
2026-04-10 06:36:30.879000+00:00,machine-001,98.8537849246012,2549.2503153069774,46.26627527746561,0.047385985750962804,230.2258767991103
2026-04-10 06:36:32.880000+00:00,machine-001,97.01469805171108,2820.6792801936504,73.98719292382115,0.011858757259688307,222.78125937495543
2026-04-10 06:36:34.881000+00:00,machine-001,108.3839778801574,1868.0848002700595,64.62613322410917,0.032503573530834606,234.6753891586895
2026-04-10 06:36:36.882000+00:00,machine-001,101.68651339829589,1427.0299387290831,56.93690914448514,0.013694338315227381,226.68102920097132
2026-04-10 06:36:38.884000+00:00,machine-001,108.68257645316028,1910.1219458610692,74.05721576473448,0.03859466429137915,220.72411814425647
2026-04-10 06:36:40.885000+00:00,machine-001,119.84938351554305,1551.7436280857223,64.6407272319419,0.044614079526091144,238.18005858621822
2026-04-10 06:36:42.886000+00:00,machine-001,116.06549144739418,1240.6163667088413,53.71106314006998,0.02059307407082009,221.656777167392
2026-04-10 06:36:44.900000+00:00,machine-001,109.625621106134,2573.4273856427294,49.811690734041946,0.048266573272427025,223.29063484083557
2026-04-10 06:36:46.903000+00:00,machine-001,96.60538053815759,1396.2985121414172,75.40124773157221,0.030105744675818592,237.96620780720616
2026-04-10 06:36:48.905000+00:00,machine-001,112.03276092201412,1597.7609444236357,55.92773689244703,0.04371929584511802,231.03595555030003
2026-04-10 06:36:50.906000+00:00,machine-001,105.39818028877214,1883.4821363632036,70.1410017609193,0.029805116369337317,213.0989166048092
2026-04-10 06:36:52.908000+00:00,machine-001,104.07246608648785,2748.4332875025193,71.00056126765992,0.04104110018937431,234.82777548467575
2026-04-10 06:36:54.909000+00:00,machine-001,113.31847019520254,2704.3367227933068,75.68706740113396,0.03246294149891979,214.99082726474714
2026-04-10 06:36:56.910000+00:00,machine-001,97.57246629362378,2068.1049530326877,78.90685923912666,0.04580314596565493,230.59922088017
2026-04-10 06:36:58.911000+00:00,machine-001,102.4476772210828,2619.1756707295845,60.72843975150429,0.045878547687286345,232.5518894797987
2026-04-10 06:37:00.916000+00:00,machine-001,107.4494491545563,1814.0820113608731,58.47145222697143,0.02022628448567211,213.28648555172398
2026-04-10 06:37:02.919000+00:00,machine-001,109.93578764812666,2467.7270910552415,47.90403624228036,0.02167853580404309,218.49816190331757
2026-04-10 06:37:04.922000+00:00,machine-001,119.88130518026011,2441.507934001417,103.25719235393542,0.1462819792341457,235.49830851527796
2026-04-10 06:37:06.924000+00:00,machine-001,100.39350086195479,1954.5801830925627,67.48950642080005,0.0375289243112262,230.5987576252804
2026-04-10 06:37:08.926000+00:00,machine-001,119.76345321984692,1856.6309060820295,76.52241051876833,0.0475675207150639,216.2932933106802
2026-04-10 06:37:10.927000+00:00,machine-001,108.0692471212159,2485.8752924532564,77.35268858938369,0.025548781648900665,224.2009344137562
2026-04-10 06:37:12.928000+00:00,machine-001,117.04987037353847,2131.5520880810113,50.31301065311074,0.04789134832923701,225.62713365819596
2026-04-10 06:37:14.930000+00:00,machine-001,113.80812232563532,2408.3560731957878,76.73081418921186,0.029458765738047323,224.08346637196377
2026-04-10 06:37:16.931000+00:00,machine-001,98.7910530028044,1728.2657362091213,74.34436678619579,0.018236121463219138,226.92005611463884
2026-04-10 06:37:18.933000+00:00,machine-001,99.26699866725947,1704.7174112614516,76.2982404364471,0.029883477721200008,235.12070623303094
2026-04-10 06:37:20.935000+00:00,machine-001,102.20742608901747,2993.1790317507584,69.59489077098266,0.025231615399026613,213.38859402481478
2026-04-10 06:37:22.937000+00:00,machine-001,117.15066613111446,2806.8419597766015,49.08498326016831,0.04333090338292834,237.80992705020324
2026-04-10 06:37:24.939000+00:00,machine-001,105.70985384936807,2259.3854222390305,109.1439526469341,0.14274902070363862,213.7345752509214
2026-04-10 06:37:26.941000+00:00,machine-001,116.04476620482056,1431.8237754956758,56.17190249615594,0.03319310026605185,222.11073498546452
2026-04-10 06:37:28.942000+00:00,machine-001,98.08986237322274,1489.032067534457,50.97848212008632,0.03384616100585375,213.3402619891689
2026-04-10 06:37:30.944000+00:00,machine-001,102.57256604468081,1610.0574190924763,66.14935748904003,0.04056126143226352,237.92580021981613
2026-04-10 06:37:32.946000+00:00,machine-001,99.38475490951357,2494.8252869811217,45.63812738922772,0.049553225909919334,225.0506828628997
2026-04-10 06:37:34.948000+00:00,machine-001,112.83482173031214,3027.2556265633357,73.58343122762412,0.014974473807852,223.91792101139592
2026-04-10 06:37:36.950000+00:00,machine-001,118.11408189111002,2380.850532780635,79.76267224429921,0.04075940105174165,234.89753592021708
2026-04-10 06:37:38.953000+00:00,machine-001,103.96891059936227,1327.7211707647848,47.34228277220388,0.01199891108853381,220.34385762219082
2026-04-10 06:37:40.954000+00:00,machine-001,114.33851388550826,3180.4996165771054,47.44444088670432,0.02912370354939183,220.06812427389153
2026-04-10 06:37:42.956000+00:00,machine-001,115.56631355035634,2684.6543898311975,68.30174198499606,0.02085919529667475,212.4089052360554
2026-04-10 06:37:44.958000+00:00,machine-001,101.65697936384971,1908.0380273071623,73.43955183081239,0.04972501164328346,215.76818761527636
2026-04-10 06:37:46.960000+00:00,machine-001,99.94001130922592,1675.1337802637904,79.10613688226027,0.02111319341721346,225.9905766867434
2026-04-10 06:37:48.961000+00:00,machine-001,119.77592979723387,2086.9431829857585,69.85386871603872,0.034219638552216165,214.63103655197096
2026-04-10 06:37:50.965000+00:00,machine-001,114.33237999878182,1338.6315882669398,72.80223886081373,0.02840465947733361,218.22249958541465
2026-04-10 06:37:52.966000+00:00,machine-001,104.03409887505461,1728.2103629315905,92.70178810528137,0.11151501591296663,236.9527730579485
2026-04-10 06:37:54.968000+00:00,machine-001,107.83281354170607,3078.608011904859,79.05723719862013,0.041400074166107165,216.77478624347262
2026-04-10 06:37:56.970000+00:00,machine-001,114.62054364154336,2355.7582985539566,79.5949482117064,0.031208971197739806,232.13718444783632
2026-04-10 06:37:58.983000+00:00,machine-001,106.9369992887018,2209.3654592136595,79.67730361448307,0.04216717107336044,223.09833546485112
2026-04-10 06:38:00.984000+00:00,machine-001,102.74042347945883,2724.3344538700812,56.58837475083893,0.03694582210818543,233.36647101154963
2026-04-10 06:38:02.985000+00:00,machine-001,112.89795216810326,1844.4801388238502,66.88041170246012,0.04578281911590002,222.344622433542
2026-04-10 06:38:04.987000+00:00,machine-001,115.4580008622246,1399.7700952936636,74.34481724359225,0.03349633440857747,234.33070489885608
2026-04-10 06:38:06.988000+00:00,machine-001,105.27733659319047,2047.8921103526477,62.43991683892906,0.01797623843816535,233.3389672839094
2026-04-10 06:38:08.989000+00:00,machine-001,96.11022852561861,2748.0171442325773,52.13859602689123,0.029147736754814302,224.8417895051937
2026-04-10 06:38:10.990000+00:00,machine-001,100.3459391154283,2536.0365216915793,70.2090529177609,0.025813946006268712,228.60697682929242
2026-04-10 06:38:12.991000+00:00,machine-001,98.39504242088339,1660.924131266011,58.266711009623485,0.04718771173522471,217.7535912384987
2026-04-10 06:38:14.992000+00:00,machine-001,100.34024414464412,3101.2158799353256,63.65407227768182,0.029364606390920436,237.36067127989517
2026-04-10 06:38:16.993000+00:00,machine-001,102.76220089620756,2537.295019242234,75.31257524615648,0.04655889824704153,218.39306976155973
2026-04-10 06:38:18.995000+00:00,machine-001,118.02704803327383,1429.7764617219566,70.83326440015932,0.02732053340223952,235.0249987594255
2026-04-10 06:38:20.996000+00:00,machine-001,100.85449564888025,2048.709384040863,74.56100401951485,0.0363290534647864,232.8230271642967
2026-04-10 06:38:22.998000+00:00,machine-001,101.33892649037467,2509.747152764173,63.93193445857577,0.023794887839778487,225.955468841383
2026-04-10 06:38:24.999000+00:00,machine-001,109.73736669420546,1667.9731503328396,71.71084203352494,0.045620105359341516,221.06094758912516
2026-04-10 06:38:27.001000+00:00,machine-001,104.55229330734404,2020.3497204425294,78.34885980228293,0.020136688690184215,228.5263191983315
2026-04-10 06:38:29.003000+00:00,machine-001,110.61977444659234,1206.4668434963598,50.53987521341406,0.03792251651827595,211.78827642879483
2026-04-10 06:38:31.005000+00:00,machine-001,110.66039975865208,3000.2428356639543,62.289179279331805,0.04972685025648578,218.37424452217687
2026-04-10 06:38:33.007000+00:00,machine-001,119.04045943354043,2362.7249455149777,79.44678375545843,0.020526776046160808,229.7094283240839
2026-04-10 06:38:35.019000+00:00,machine-001,115.12641027661893,2008.2043932949186,50.296578191766265,0.024120417724389116,226.69773274886268
2026-04-10 06:38:37.024000+00:00,machine-001,95.99762548802403,3028.924190469318,69.07645337272848,0.025254685209189005,210.1193383660315
2026-04-10 06:38:39.027000+00:00,machine-001,109.8889680025446,1536.3693133362385,66.95107507485253,0.029172859150856927,212.66837549919714
2026-04-10 06:38:41.040000+00:00,machine-001,110.56430676170413,1275.7532812926809,57.65388040189259,0.03924298741510537,223.11877599143554
2026-04-10 06:38:43.092000+00:00,machine-001,104.44753724581192,1813.015199529435,67.22608567613244,0.04527980592966429,236.92384313854626
2026-04-10 06:38:45.100000+00:00,machine-001,112.58401122194196,2649.204303148289,71.691612063268,0.025584429959033164,236.0538867863592
2026-04-10 06:38:47.117000+00:00,machine-001,97.44256234345661,2703.3423094839486,68.68298603658502,0.03158461989949558,225.85044952478876
2026-04-10 06:38:49.166000+00:00,machine-001,105.75115172550711,1406.9454145467296,103.08780400545604,0.14541029963400703,238.03705018012892
2026-04-10 06:38:51.246000+00:00,machine-001,105.26807090248793,2561.937278582125,54.16715684171173,0.019827093807285562,220.15139646522286
2026-04-10 06:38:53.264000+00:00,machine-001,115.31511227021738,2822.9852865469056,65.56443275288274,0.01837259124785392,237.82693524099042
2026-04-10 06:38:55.267000+00:00,machine-001,109.01316934656603,2912.9766810203664,69.7709135044262,0.043489620114081466,228.67312686138985
2026-04-10 06:38:57.272000+00:00,machine-001,96.83124785960152,2065.3163700395985,46.99639182559394,0.03216702294741503,228.09390852563592
2026-04-10 06:38:59.274000+00:00,machine-001,95.34251242898907,2964.614011317891,50.44027546925225,0.011278970441101972,227.60494702527296
2026-04-10 06:39:01.275000+00:00,machine-001,116.96714704831251,1909.2502761706432,94.76179875290964,0.11793921531731269,239.08986480289067
2026-04-10 06:39:03.279000+00:00,machine-001,113.27012697883404,1207.0795415396128,59.02541452554291,0.040883976879049565,214.30246305258547
2026-04-10 06:39:05.298000+00:00,machine-001,116.39214679779354,1518.1790970520726,45.72809184053711,0.04633497440857368,217.6072278311381
2026-04-10 06:39:07.299000+00:00,machine-001,104.35642118610701,2624.5699708338225,54.314022165921564,0.031319900010396966,215.5399578835733
2026-04-10 06:39:09.301000+00:00,machine-001,110.6090360138622,1706.6491607846356,78.43976442964694,0.018442193273517968,214.3181404434633
2026-04-10 06:39:11.302000+00:00,machine-001,95.18337383454875,3165.2942301975445,50.82623547806564,0.03860379523948217,239.12308515691572
2026-04-10 06:39:13.305000+00:00,machine-001,118.1599135435693,1899.6282328841735,71.67118551661923,0.03751271145290752,211.1860986919458
2026-04-10 06:39:15.321000+00:00,machine-001,100.6729711145284,1787.1730197992708,72.2899586638207,0.03622674391700991,210.67817482335846
2026-04-10 06:39:17.360000+00:00,machine-001,95.70507064003209,2977.096012148565,55.280317583631536,0.0164353547228296,230.53030266476014
2026-04-10 06:39:19.524000+00:00,machine-001,118.60704620262071,3043.0210999055103,66.59979026331473,0.038713809075270514,237.54431014652152
2026-04-10 06:39:21.545000+00:00,machine-001,95.94489576224888,1230.508080682813,58.94551039292982,0.0383888011800574,226.6431644568978
2026-04-10 06:39:23.546000+00:00,machine-001,100.21963579054916,1442.6344495961073,45.84814997215978,0.022885746211006683,238.67876461566442
2026-04-10 06:39:25.548000+00:00,machine-001,95.52848348346471,2952.930333839751,68.37278654366659,0.01900436026833961,232.8594686286934
2026-04-10 06:39:27.549000+00:00,machine-001,98.41118779062946,1762.5508298595164,60.438769490346914,0.021995328158058346,223.99123246725026
2026-04-10 06:39:29.600000+00:00,machine-001,102.61128864605146,2109.900387104373,50.774529518547375,0.04431405395525956,227.7028218143337
2026-04-10 06:39:31.683000+00:00,machine-001,101.34645114079622,1360.6171094726794,61.33171523222524,0.04475252480528242,219.46957735991265
2026-04-10 06:39:33.695000+00:00,machine-001,119.71900702730288,2083.8412783989493,45.56056315716772,0.04765762288218732,224.55392775589175
2026-04-10 06:39:35.696000+00:00,machine-001,110.06954434519213,2937.485105854739,54.8522165639525,0.019745791674520757,217.89637347361617
2026-04-10 06:39:37.697000+00:00,machine-001,100.6075660097248,2794.568397617926,63.037462999730465,0.027008151697977163,235.84225660695006
2026-04-10 06:39:39.698000+00:00,machine-001,115.42400133542657,1943.3162345355531,46.15354388810956,0.042792833666360316,238.17440692039912
2026-04-10 06:39:41.699000+00:00,machine-001,111.07088688317148,2016.7836139662018,56.80182615541668,0.04977429769404042,215.4342427906854
2026-04-10 06:39:43.700000+00:00,machine-001,111.42638778986074,2680.9855564381787,61.30913170258767,0.019004359440957123,210.72526924023552
2026-04-10 06:39:45.701000+00:00,machine-001,113.42945590033753,1710.3253759881977,74.31913546662354,0.03369555120343173,220.2022117788121
2026-04-10 06:39:47.702000+00:00,machine-001,96.79833508907319,3000.1014962901972,54.800240427766305,0.046866049353034844,234.97864149942527
2026-04-10 06:39:49.703000+00:00,machine-001,118.84996554802962,2801.7653892239987,59.23416398836723,0.023278232979291207,237.22971808767693
2026-04-10 06:39:51.705000+00:00,machine-001,107.79169175928688,1658.551468150863,77.3258947610216,0.042629675387141824,231.65851370594947
2026-04-10 06:39:53.706000+00:00,machine-001,119.2881988931097,1873.9540901815176,55.55434977571467,0.02455313039235603,238.2589196667031
2026-04-10 06:39:55.707000+00:00,machine-001,101.26244054255277,1829.557944700618,79.61001917933226,0.011269247521441476,238.7468899908925
2026-04-10 06:39:57.709000+00:00,machine-001,108.4256785015941,2330.8803489507227,49.05591505110795,0.04034309798819711,230.80938016834506
2026-04-10 06:39:59.713000+00:00,machine-001,117.41080006442091,1872.9498354053417,70.89004340099257,0.04309319971531187,237.32306561375154
2026-04-10 06:40:01.714000+00:00,machine-001,110.39806610376773,2094.2799848018713,49.09217626149073,0.022487272339082938,225.34768675318676
2026-04-10 06:40:03.720000+00:00,machine-001,98.79804928269472,2063.37950724537,50.26656073708384,0.032541177500853176,226.91731700022405
2026-04-10 06:40:05.721000+00:00,machine-001,95.24216836736117,1916.8530741994057,61.43927454856792,0.030150782174480258,211.6092186613616
2026-04-10 06:40:07.722000+00:00,machine-001,110.78076919167361,1639.7643194653265,74.69694147428262,0.04874847587811775,221.95714079682028
2026-04-10 06:40:09.723000+00:00,machine-001,97.14854499049375,2525.086607883326,62.70062579569777,0.014450811150858337,239.09686040470854
2026-04-10 06:40:11.725000+00:00,machine-001,108.89741337976494,2137.154489686493,77.98403946577389,0.014194690364744852,223.14059743091997
2026-04-10 06:40:13.726000+00:00,machine-001,116.39061720203817,2772.4718017564137,99.49288390122898,0.09076725910222652,210.0535377874438
2026-04-10 06:40:15.731000+00:00,machine-001,101.6752336761362,3085.9643572000823,53.157241113569995,0.010389191135538987,213.1119216624763
2026-04-10 06:40:17.733000+00:00,machine-001,107.24039884597732,1430.463371798954,64.99515003223902,0.0114355087626675,235.45857378056306
2026-04-10 06:40:19.734000+00:00,machine-001,105.39885479273259,2595.9204943392906,59.58507996345268,0.03389287798413208,239.01311568401542
2026-04-10 06:40:21.735000+00:00,machine-001,111.68232504301318,1372.1142355762765,54.665738572045186,0.03650111702912414,238.04646856687742
2026-04-10 06:40:23.736000+00:00,machine-001,115.6745636079937,2139.3240571184633,74.10024721500032,0.0300571689412253,213.1099464052229
2026-04-10 06:40:25.737000+00:00,machine-001,104.61070016500055,1715.6944874635199,47.16784279172003,0.0160342700548398,230.9548558688714
2026-04-10 06:40:27.739000+00:00,machine-001,96.24125677443179,1911.1198119462194,68.84677245779179,0.03213721314281192,217.1834888754892
2026-04-10 06:40:29.740000+00:00,machine-001,108.52716539131846,1480.4926630287778,69.94936739272894,0.016671772910037973,219.03591122290976
2026-04-10 06:40:31.742000+00:00,machine-001,101.41974943112709,3186.145383961203,59.963829101150935,0.021170235340634922,218.57997345435055
2026-04-10 06:40:33.743000+00:00,machine-001,117.04039298968914,2943.573724071839,72.73796057070501,0.01010902622998675,238.04457807769668
2026-04-10 06:40:35.744000+00:00,machine-001,119.09713925486159,2075.6534584694523,63.725955211359995,0.011266390092493465,232.6200517781668
2026-04-10 06:40:37.746000+00:00,machine-001,112.84274032384963,2349.2830718537516,59.35515286775641,0.016335911276980954,231.00219958250958
